,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales
2817,2860,5367,29,2002.0,10,138,0.67,0.02,0.0,0.03
2818,2861,2444,26,2007.0,7,464,0.18,0.01,0.5,0.02
2819,2862,5283,17,2013.0,10,455,0.66,0.0,0.0,0.05
2820,2863,6797,28,2011.0,9,275,0.42,0.23,0.0,0.06
2821,2864,2429,18,2015.0,0,464,0.16,0.13,0.37,0.06
2822,2865,10605,16,2003.0,2,445,0.35,0.27,0.0,0.09
2823,2866,10241,17,2011.0,10,493,0.17,0.4,0.0,0.14
2824,2867,7784,15,2000.0,0,137,0.23,0.15,0.29,0.05
2825,2868,2592,17,2007.0,0,499,0.18,0.08,0.41,0.04
2826,2869,9298,16,2002.0,6,256,0.35,0.27,0.0,0.09
2827,2870,7048,2,2014.0,7,362,0.33,0.07,0.27,0.04
2828,2871,5354,19,2007.0,10,138,0.6,0.04,0.0,0.07
2829,2872,3581,7,2002.0,2,53,0.55,0.14,0.0,0.02
2830,2873,4455,15,2000.0,6,17,0.4,0.27,0.0,0.05
2831,2874,1573,29,2005.0,1,323,0.49,0.2,0.0,0.02
2832,2875,8530,16,2003.0,0,275,0.35,0.27,0.0,0.09
2833,2876,5355,19,2008.0,10,138,0.65,0.0,0.0,0.06
2834,2877,3115,18,2015.0,7,464,0.29,0.25,0.06,0.11
2835,2878,11204,7,2002.0,11,275,0.49,0.13,0.07,0.02
2836,2879,5039,26,2009.0,3,547,0.42,0.22,0.0,0.07
2837,2880,5280,17,2010.0,10,455,0.66,0.0,0.0,0.05
2838,2881,8908,7,2002.0,4,527,0.55,0.14,0.0,0.02
2839,2882,8220,6,2004.0,0,487,0.51,0.19,0.0,0.01
2840,2883,7338,16,2004.0,0,487,0.35,0.27,0.0,0.09
2841,2884,7810,2,2015.0,3,359,0.0,0.0,0.71,0.0
2842,2885,5037,10,1999.0,6,277,0.51,0.18,0.0,0.01
2843,2886,10693,10,1999.0,2,17,0.57,0.13,0.0,0.01
2844,2887,841,10,1997.0,0,359,0.39,0.09,0.17,0.06
2845,2888,5024,19,2010.0,0,547,0.14,0.37,0.0,0.19
2846,2889,9392,23,1995.0,7,415,0.0,0.0,0.71,0.0
2847,2890,10765,7,2003.0,5,359,0.2,0.05,0.44,0.02
2848,2891,3198,13,2013.0,10,445,0.0,0.6,0.0,0.1
2849,2892,672,15,1995.0,2,455,0.15,0.1,0.41,0.05
2850,2893,10684,19,2010.0,2,487,0.22,0.31,0.0,0.17
2851,2894,4453,15,1997.0,3,214,0.39,0.27,0.0,0.05
2852,2895,8788,15,1998.0,8,17,0.39,0.27,0.0,0.05
2853,2896,5744,30,2015.0,0,275,0.37,0.26,0.01,0.06
2854,2897,10416,28,2007.0,7,460,0.41,0.23,0.0,0.07
2855,2898,2305,29,2005.0,8,21,0.53,0.15,0.0,0.03
2856,2899,6328,28,2008.0,10,138,0.65,0.0,0.0,0.05
2857,2900,6283,28,2008.0,10,138,0.5,0.14,0.0,0.07
2858,2901,7648,17,2013.0,8,455,0.3,0.29,0.0,0.11
2859,2902,8836,19,2005.0,0,21,0.35,0.21,0.0,0.14
2860,2903,51,17,2014.0,10,138,0.15,0.39,0.01,0.16
2861,2904,5183,17,2012.0,10,445,0.06,0.5,0.0,0.15
2862,2905,6405,28,2011.0,10,138,0.55,0.1,0.0,0.05
2863,2906,10220,7,2003.0,10,21,0.54,0.14,0.0,0.02
2864,2907,4291,28,2008.0,7,464,0.34,0.18,0.12,0.06
2865,2908,9167,23,1994.0,5,224,0.0,0.0,0.7,0.0
2866,2909,1545,15,1998.0,11,540,0.39,0.27,0.0,0.05
2867,2910,9920,4,2008.0,9,138,0.32,0.31,0.0,0.07
2868,2911,8983,29,2001.0,0,21,0.52,0.16,0.0,0.02
2869,2912,6327,28,2007.0,10,138,0.65,0.0,0.0,0.05
2870,2913,4820,16,2003.0,8,455,0.34,0.27,0.0,0.09
2871,2914,5056,4,2011.0,9,21,0.54,0.1,0.0,0.06
2872,2915,5369,7,2004.0,10,138,0.54,0.14,0.0,0.02
2873,2916,2839,6,2001.0,0,296,0.5,0.19,0.0,0.01
2874,2917,8853,16,2001.0,6,53,0.34,0.27,0.0,0.09
2875,2918,6341,15,1997.0,10,138,0.39,0.27,0.0,0.05
2876,2919,4397,29,2005.0,7,323,0.48,0.19,0.0,0.03
2877,2920,10320,17,2009.0,8,21,0.28,0.3,0.0,0.12
2878,2921,9932,4,2010.0,9,138,0.39,0.25,0.0,0.06
2879,2922,8634,27,2014.0,0,21,0.39,0.25,0.0,0.06
2880,2923,7378,17,2010.0,0,524,0.19,0.36,0.01,0.13
2881,2924,1394,15,1998.0,7,465,0.04,0.03,0.58,0.05
2882,2925,166,6,2001.0,11,359,0.5,0.19,0.0,0.01
2883,2926,3869,4,2009.0,1,126,0.38,0.25,0.0,0.07
2884,2927,11025,4,2009.0,9,487,0.43,0.2,0.0,0.06
2885,2928,371,19,2005.0,4,455,0.52,0.01,0.12,0.05
2886,2929,6220,16,2000.0,6,138,0.34,0.27,0.0,0.09
2887,2930,4198,17,2009.0,9,6,0.34,0.26,0.0,0.1
2888,2931,964,17,2012.0,0,455,0.13,0.4,0.0,0.16
2889,2932,6336,15,2000.0,10,138,0.39,0.26,0.0,0.05
2890,2933,5376,16,2004.0,0,233,0.34,0.27,0.0,0.09
2891,2934,5911,16,2000.0,9,347,0.16,0.13,0.36,0.04
2892,2935,5744,17,2015.0,0,275,0.21,0.18,0.22,0.08
2893,2936,10084,16,2002.0,8,137,0.34,0.27,0.0,0.09
2894,2937,6043,28,2010.0,10,524,0.38,0.26,0.0,0.06
2895,2938,5278,17,2008.0,10,455,0.64,0.0,0.0,0.05
2896,2939,1465,6,2004.0,1,359,0.37,0.14,0.17,0.01
2897,2940,3145,23,1994.0,7,359,0.0,0.0,0.7,0.0
2898,2941,2199,6,2005.0,4,126,0.5,0.18,0.0,0.01
2899,2942,4854,0,1981.0,0,506,0.65,0.04,0.0,0.01
2900,2943,10672,28,2014.0,10,493,0.38,0.26,0.0,0.06
2901,2944,9790,2,2014.0,0,547,0.28,0.31,0.05,0.05
2902,2945,11063,28,2009.0,0,21,0.42,0.21,0.0,0.06
2903,2946,5750,19,2007.0,0,275,0.26,0.01,0.26,0.17
2904,2947,2190,26,2010.0,0,126,0.47,0.17,0.0,0.05
2905,2948,8505,28,2007.0,0,21,0.54,0.1,0.0,0.06
2906,2950,6046,15,1997.0,6,138,0.39,0.26,0.0,0.05
2907,2951,3827,29,2005.0,8,323,0.54,0.13,0.0,0.02
2908,2952,5848,17,2015.0,1,334,0.25,0.33,0.0,0.11
2909,2953,6031,16,2005.0,0,325,0.58,0.02,0.0,0.09
2910,2954,5326,19,2006.0,6,487,0.64,0.0,0.0,0.05
2911,2955,8634,17,2014.0,0,21,0.24,0.33,0.0,0.12
2912,2956,5510,6,2004.0,3,359,0.5,0.18,0.0,0.01
2913,2957,5461,11,1984.0,4,347,0.0,0.0,0.69,0.0
2914,2958,4374,23,1993.0,10,347,0.0,0.0,0.69,0.0
2915,2959,2378,7,2003.0,2,53,0.53,0.14,0.0,0.02
2916,2960,6397,15,1998.0,10,455,0.38,0.26,0.0,0.05
2917,2961,9960,17,2010.0,4,455,0.52,0.09,0.01,0.07
2918,2962,6809,17,2013.0,0,347,0.0,0.2,0.42,0.07
2919,2963,485,13,2013.0,0,524,0.22,0.38,0.0,0.1
2920,2964,3883,7,2002.0,0,138,0.53,0.14,0.0,0.02
2921,2965,6588,17,2011.0,6,138,0.2,0.36,0.0,0.13
2922,2966,9846,7,2003.0,0,138,0.53,0.14,0.0,0.02
2923,2967,6696,2,2015.0,3,359,0.01,0.61,0.02,0.04
2924,2968,5327,28,2007.0,6,487,0.55,0.08,0.0,0.06
2925,2969,9796,28,2008.0,7,464,0.25,0.2,0.18,0.06
2926,2970,3304,4,2013.0,4,126,0.28,0.35,0.0,0.06
2927,2971,9955,13,2011.0,9,138,0.27,0.32,0.0,0.1
2928,2972,598,16,2004.0,7,246,0.34,0.26,0.0,0.09
2929,2973,8362,6,2004.0,0,21,0.49,0.18,0.0,0.01
2930,2974,7193,30,2014.0,8,138,0.39,0.23,0.0,0.06
2931,2975,4902,26,2012.0,0,359,0.34,0.0,0.33,0.02
2932,2976,588,26,2009.0,0,21,0.6,0.03,0.0,0.05
2933,2977,8982,15,1997.0,0,288,0.38,0.26,0.0,0.04
2934,2978,9797,26,2011.0,7,359,0.32,0.13,0.18,0.04
2935,2979,6312,29,2003.0,10,138,0.62,0.04,0.0,0.02
2936,2980,4337,17,2008.0,0,445,0.32,0.25,0.0,0.11
2937,2981,2171,18,2015.0,0,126,0.21,0.36,0.0,0.11
2938,2982,8838,17,2007.0,4,21,0.26,0.29,0.02,0.12
2939,2983,6340,29,2004.0,10,138,0.63,0.02,0.0,0.03
2940,2984,6024,15,1997.0,2,177,0.38,0.26,0.0,0.04
2941,2985,7676,27,2013.0,4,524,0.26,0.33,0.03,0.06
2942,2986,6524,7,2003.0,2,511,0.53,0.14,0.0,0.02
2943,2987,7380,16,2005.0,0,524,0.57,0.02,0.0,0.09
2944,2988,4118,19,2007.0,10,455,0.21,0.11,0.28,0.08
2945,2989,5773,18,2014.0,0,120,0.22,0.3,0.04,0.12
2946,2990,3237,4,2010.0,7,359,0.32,0.0,0.34,0.02
2947,2991,5720,29,2005.0,0,288,0.54,0.11,0.0,0.03
2948,2992,8678,18,2014.0,8,6,0.22,0.33,0.0,0.13
2949,2993,2302,30,2016.0,8,66,0.39,0.23,0.0,0.06
2950,2994,1105,15,1998.0,2,465,0.25,0.17,0.22,0.04
2951,2995,9119,15,1998.0,7,275,0.15,0.1,0.38,0.04
2952,2996,6572,30,2015.0,6,138,0.3,0.33,0.0,0.06
2953,2997,1273,4,2007.0,6,487,0.63,0.01,0.0,0.05
2954,2998,2883,29,2005.0,10,138,0.29,0.38,0.0,0.01
2955,2999,4015,4,2009.0,1,176,0.19,0.43,0.0,0.05
2956,3000,7730,26,2006.0,8,524,0.55,0.04,0.04,0.05
2957,3001,3055,29,2004.0,2,138,0.51,0.15,0.0,0.02
2958,3002,10288,16,2006.0,6,455,0.28,0.22,0.11,0.07
2959,3003,5555,13,2008.0,7,138,0.0,0.59,0.0,0.09
2960,3004,7,16,2002.0,7,53,0.23,0.18,0.2,0.06
2961,3005,1617,26,2011.0,3,170,0.59,0.04,0.0,0.04
2962,3006,10397,17,2008.0,0,513,0.35,0.22,0.01,0.1
2963,3007,5819,16,2004.0,3,325,0.33,0.26,0.0,0.09
2964,3008,19,4,2008.0,3,359,0.13,0.52,0.0,0.02
2965,3009,10506,17,2007.0,8,325,0.33,0.24,0.0,0.11
2966,3010,3083,4,2007.0,7,464,0.22,0.01,0.42,0.02
2967,3011,7801,29,2003.0,8,21,0.49,0.16,0.0,0.02
2968,3012,6576,30,2013.0,6,138,0.45,0.17,0.0,0.05
2969,3013,5182,17,2012.0,0,547,0.26,0.21,0.11,0.09
2970,3014,9664,17,2007.0,8,493,0.2,0.34,0.0,0.13
2971,3015,9073,15,1998.0,10,138,0.37,0.25,0.0,0.04
2972,3016,1484,4,2010.0,1,126,0.4,0.22,0.0,0.06
2973,3017,1581,15,1996.0,8,275,0.37,0.25,0.0,0.04
2974,3018,857,17,2006.0,9,524,0.35,0.22,0.0,0.1
2975,3019,3058,29,2004.0,2,138,0.46,0.18,0.0,0.03
2976,3020,10934,30,2014.0,8,66,0.33,0.28,0.0,0.06
2977,3021,9630,26,2010.0,10,487,0.49,0.13,0.0,0.05
2978,3022,11228,4,2006.0,3,432,0.0,0.0,0.67,0.0
2979,3023,8834,15,1998.0,0,455,0.37,0.25,0.0,0.04
2980,3024,8985,29,2005.0,8,21,0.48,0.17,0.0,0.02
2981,3025,427,16,2002.0,9,318,0.22,0.17,0.23,0.06
2982,3026,6571,26,2008.0,6,138,0.27,0.32,0.0,0.07
2983,3027,9405,26,2008.0,3,347,0.0,0.0,0.67,0.0
2984,3028,10006,13,2015.0,7,347,0.2,0.42,0.0,0.05
2985,3029,10624,19,2005.0,10,445,0.16,0.36,0.0,0.14
2986,3030,9790,18,2014.0,0,547,0.24,0.31,0.01,0.11
2987,3031,7636,19,2007.0,0,487,0.22,0.28,0.0,0.16
2988,3032,7567,13,2011.0,7,528,0.44,0.16,0.0,0.07
2989,3033,10855,15,1999.0,7,455,0.19,0.13,0.31,0.04
2990,3034,9138,26,2008.0,10,524,0.0,0.66,0.0,0.01
2991,3035,1306,28,2010.0,0,275,0.42,0.18,0.01,0.05
2992,3036,805,13,2013.0,8,493,0.28,0.3,0.0,0.08
2993,3037,5848,18,2015.0,1,334,0.23,0.33,0.0,0.11
2994,3038,9383,26,2008.0,5,524,0.18,0.41,0.0,0.08
2995,3039,1626,4,2010.0,9,6,0.4,0.21,0.01,0.05
2996,3040,12,26,2008.0,0,21,0.3,0.29,0.01,0.07
2997,3041,7890,26,2010.0,3,292,0.56,0.06,0.0,0.05
2998,3042,1543,13,2008.0,11,138,0.01,0.64,0.0,0.02
2999,3043,9677,16,2003.0,4,487,0.33,0.25,0.0,0.09
3000,3044,10681,19,2006.0,2,487,0.33,0.2,0.0,0.14
3001,3045,7033,4,2010.0,3,524,0.0,0.58,0.0,0.09
3002,3046,176,0,1981.0,0,305,0.63,0.03,0.0,0.01
3003,3047,7127,4,2007.0,1,85,0.33,0.05,0.25,0.04
3004,3048,6406,28,2012.0,10,138,0.51,0.11,0.0,0.05
3005,3049,975,17,2014.0,8,493,0.25,0.26,0.05,0.11
3006,3050,9937,13,2010.0,9,138,0.01,0.53,0.0,0.12
3007,3052,11231,4,2006.0,3,227,0.0,0.0,0.66,0.0
3008,3053,7418,15,1999.0,9,493,0.37,0.25,0.0,0.04
3009,3054,6392,29,2004.0,10,138,0.49,0.15,0.0,0.02
3010,3055,8366,17,2008.0,10,524,0.31,0.24,0.01,0.1
3011,3056,9790,27,2014.0,0,547,0.35,0.23,0.03,0.06
3012,3057,10219,16,2007.0,10,21,0.55,0.02,0.0,0.09
3013,3058,5290,16,2003.0,10,455,0.32,0.25,0.0,0.08
3014,3059,6512,16,2007.0,2,53,0.26,0.01,0.13,0.26
3015,3060,10059,15,1998.0,10,138,0.37,0.25,0.0,0.04
3016,3061,1886,15,2001.0,7,138,0.37,0.25,0.0,0.04
3017,3062,6352,16,2002.0,10,138,0.32,0.25,0.0,0.08
3018,3063,3137,29,2003.0,0,487,0.48,0.16,0.0,0.02
3019,3064,10036,16,2006.0,11,53,0.55,0.02,0.0,0.09
3020,3065,6403,28,2009.0,10,138,0.51,0.1,0.0,0.06
3021,3066,4544,16,2000.0,10,275,0.0,0.0,0.66,0.0
3022,3067,5348,7,2005.0,4,21,0.52,0.13,0.0,0.02
3023,3068,7525,26,2012.0,5,347,0.0,0.0,0.66,0.0
3024,3069,2439,6,2003.0,7,144,0.0,0.0,0.64,0.02
3025,3070,9051,6,2004.0,1,296,0.47,0.18,0.0,0.01
3026,3071,7676,17,2013.0,4,524,0.14,0.38,0.0,0.14
3027,3072,7913,13,2013.0,3,524,0.35,0.24,0.0,0.07
3028,3073,9057,16,2004.0,2,85,0.32,0.25,0.0,0.08
3029,3074,5088,15,1998.0,7,455,0.37,0.25,0.0,0.04
3030,3075,6492,13,2010.0,11,445,0.02,0.52,0.0,0.12
3031,3076,3172,17,2010.0,0,525,0.06,0.03,0.55,0.02
3032,3077,10761,4,2007.0,4,359,0.28,0.02,0.33,0.03
3033,3078,10296,19,2010.0,0,126,0.27,0.25,0.0,0.14
3034,3079,9949,7,2003.0,9,138,0.43,0.2,0.0,0.03
3035,3080,10052,17,2008.0,10,138,0.34,0.22,0.0,0.1
3036,3081,4791,0,1982.0,0,21,0.62,0.04,0.0,0.01
3037,3082,5033,20,2013.0,0,547,0.15,0.35,0.0,0.16
3038,3083,6628,26,2008.0,11,359,0.29,0.14,0.19,0.04
3039,3084,8508,6,2002.0,0,485,0.47,0.17,0.0,0.01
3040,3085,9120,16,2004.0,7,275,0.17,0.13,0.3,0.05
3041,3086,3575,19,2010.0,0,347,0.03,0.0,0.62,0.0
3042,3087,2209,6,2004.0,4,126,0.47,0.17,0.0,0.01
3043,3088,10477,15,1998.0,3,455,0.12,0.08,0.41,0.04
3044,3089,1048,29,2005.0,8,524,0.49,0.14,0.0,0.02
3045,3090,5357,19,2009.0,10,138,0.5,0.08,0.0,0.08
3046,3091,10321,19,2007.0,0,21,0.23,0.27,0.0,0.16
3047,3092,9402,4,2007.0,3,347,0.0,0.0,0.66,0.0
3048,3093,2860,18,2015.0,6,91,0.09,0.44,0.03,0.09
3049,3094,8211,28,2008.0,3,323,0.33,0.25,0.0,0.07
3050,3095,348,15,1998.0,10,12,0.36,0.25,0.0,0.04
3051,3096,2170,27,2014.0,0,126,0.38,0.22,0.0,0.06
3052,3097,6406,17,2012.0,10,138,0.33,0.22,0.0,0.1
3053,3098,4983,16,2008.0,0,21,0.24,0.0,0.0,0.41
3054,3099,10149,17,2008.0,11,524,0.32,0.22,0.01,0.1
3055,3100,9674,30,2014.0,0,66,0.35,0.25,0.0,0.05
3056,3101,10052,28,2008.0,10,138,0.35,0.23,0.0,0.07
3057,3102,7590,16,2005.0,7,464,0.18,0.14,0.29,0.05
3058,3103,2841,7,2003.0,6,359,0.41,0.11,0.12,0.02
3059,3104,2199,16,2005.0,4,126,0.32,0.25,0.0,0.08
3060,3105,10709,19,2008.0,4,487,0.29,0.22,0.0,0.14
3061,3106,11142,6,2004.0,4,359,0.25,0.09,0.3,0.01
3062,3107,10512,4,2009.0,0,487,0.31,0.28,0.0,0.07
3063,3108,5983,16,2002.0,6,524,0.32,0.25,0.0,0.08
3064,3109,7696,26,2009.0,0,433,0.56,0.04,0.0,0.05
3065,3110,1277,6,2005.0,3,487,0.47,0.17,0.0,0.01
3066,3111,11013,15,1999.0,7,144,0.02,0.01,0.58,0.04
3067,3112,2492,4,2009.0,5,487,0.45,0.14,0.0,0.06
3068,3113,5284,18,2014.0,10,456,0.58,0.0,0.0,0.07
3069,3114,10054,28,2009.0,10,138,0.39,0.2,0.0,0.06
3070,3115,167,6,2003.0,11,359,0.47,0.17,0.0,0.01
3071,3116,3149,4,2008.0,7,359,0.31,0.03,0.27,0.03
3072,3117,1326,15,1998.0,8,53,0.36,0.25,0.0,0.04
3073,3118,2481,16,2003.0,7,464,0.19,0.15,0.26,0.05
3074,3119,8594,16,2007.0,3,455,0.0,0.5,0.0,0.15
3075,3120,4989,0,1987.0,0,21,0.6,0.04,0.0,0.01
3076,3121,1341,16,2005.0,7,459,0.32,0.25,0.0,0.08
3077,3122,3886,16,2005.0,0,138,0.54,0.02,0.0,0.09
3078,3123,8597,16,2007.0,3,455,0.0,0.05,0.0,0.6
3079,3124,5550,15,2000.0,1,17,0.36,0.24,0.0,0.04
3080,3125,5327,19,2007.0,6,487,0.35,0.18,0.0,0.12
3081,3126,2182,26,2010.0,3,126,0.5,0.11,0.0,0.05
3082,3127,1925,17,2012.0,2,499,0.23,0.15,0.2,0.07
3083,3128,8932,19,2007.0,7,464,0.2,0.14,0.22,0.09
3084,3129,9255,16,2002.0,11,63,0.0,0.0,0.65,0.0
3085,3130,2364,17,2014.0,7,138,0.26,0.23,0.05,0.1
3086,3131,9633,26,2011.0,3,524,0.39,0.2,0.0,0.06
3087,3132,5590,4,2008.0,3,347,0.0,0.0,0.65,0.0
3088,3133,8296,17,2010.0,0,85,0.17,0.04,0.4,0.03
3089,3134,1708,13,2013.0,8,138,0.17,0.39,0.0,0.09
3090,3135,7015,4,2007.0,9,487,0.6,0.0,0.0,0.05
3091,3136,3887,16,2009.0,0,138,0.13,0.07,0.0,0.44
3092,3137,1634,6,2004.0,4,543,0.46,0.17,0.0,0.01
3093,3138,2085,30,2014.0,7,21,0.35,0.24,0.0,0.05
3094,3139,8906,16,2004.0,4,543,0.32,0.25,0.0,0.08
3095,3140,1645,19,2007.0,0,543,0.25,0.25,0.0,0.15
3096,3141,263,17,2013.0,8,445,0.2,0.31,0.0,0.13
3097,3142,1647,16,2004.0,4,543,0.32,0.25,0.0,0.08
3098,3144,5574,29,2003.0,8,493,0.47,0.15,0.0,0.02
3099,3145,2416,28,2010.0,2,347,0.49,0.09,0.01,0.05
3100,3146,3606,16,2004.0,8,138,0.54,0.02,0.0,0.09
3101,3147,6251,30,2016.0,10,493,0.54,0.04,0.0,0.07
3102,3148,5212,17,2008.0,8,85,0.31,0.17,0.07,0.09
3103,3149,11077,28,2012.0,11,493,0.36,0.23,0.0,0.05
3104,3150,7672,2,2011.0,4,524,0.23,0.35,0.0,0.06
3105,3151,5034,18,2016.0,0,547,0.25,0.29,0.0,0.1
3106,3152,4415,29,2004.0,8,138,0.43,0.19,0.0,0.02
3107,3153,11072,16,2003.0,4,21,0.31,0.24,0.0,0.08
3108,3154,9100,28,2007.0,6,487,0.25,0.32,0.0,0.07
3109,3155,6278,29,2005.0,10,138,0.57,0.04,0.0,0.03
3110,3156,2362,13,2011.0,0,138,0.23,0.33,0.0,0.09
3111,3157,5042,28,2006.0,0,288,0.55,0.04,0.0,0.05
3112,3158,10163,10,1999.0,8,425,0.48,0.15,0.0,0.01
3113,3159,1291,10,1999.0,4,275,0.44,0.1,0.04,0.05
3114,3160,7669,10,1999.0,4,524,0.4,0.22,0.0,0.02
3115,3162,9842,28,2009.0,0,138,0.37,0.21,0.0,0.06
3116,3163,10084,29,2002.0,8,137,0.29,0.33,0.0,0.01
3117,3164,6827,16,2006.0,0,85,0.15,0.12,0.34,0.04
3118,3165,6660,17,2010.0,7,464,0.17,0.2,0.2,0.07
3119,3166,9891,4,2009.0,4,126,0.41,0.17,0.0,0.06
3120,3167,8273,17,2007.0,6,445,0.07,0.43,0.0,0.14
3121,3169,3664,20,2012.0,0,455,0.26,0.2,0.09,0.1
3122,3170,4955,6,2002.0,3,275,0.46,0.17,0.0,0.01
3123,3171,10830,17,2010.0,7,455,0.23,0.09,0.27,0.05
3124,3172,10932,17,2009.0,8,21,0.25,0.28,0.0,0.11
3125,3173,4433,16,2005.0,3,455,0.31,0.24,0.0,0.08
3126,3174,5022,18,2015.0,0,547,0.22,0.32,0.0,0.1
3127,3175,9012,17,2010.0,3,455,0.07,0.42,0.0,0.14
3128,3176,1698,10,1998.0,6,359,0.59,0.04,0.0,0.01
3129,3177,5365,10,2000.0,10,138,0.6,0.03,0.0,0.01
3130,3178,6282,17,2007.0,10,138,0.56,0.02,0.01,0.05
3131,3179,9995,28,2013.0,8,21,0.46,0.12,0.0,0.05
3132,3180,2281,26,2007.0,6,359,0.2,0.26,0.11,0.06
3133,3181,6788,26,2008.0,0,85,0.45,0.1,0.04,0.05
3134,3182,5104,16,2004.0,4,21,0.31,0.24,0.0,0.08
3135,3183,5806,17,2014.0,0,547,0.2,0.33,0.01,0.1
3136,3184,2959,26,2009.0,3,524,0.59,0.0,0.0,0.04
3137,3185,7731,26,2010.0,8,524,0.36,0.21,0.01,0.06
3138,3186,11061,16,2005.0,7,21,0.53,0.02,0.0,0.09
3139,3187,6668,15,1997.0,0,455,0.35,0.24,0.0,0.04
3140,3188,8596,16,2009.0,3,455,0.08,0.12,0.0,0.44
3141,3189,4629,28,2014.0,3,524,0.41,0.16,0.0,0.06
3142,3190,2858,17,2013.0,6,91,0.01,0.45,0.03,0.15
3143,3191,4598,28,2007.0,6,487,0.22,0.34,0.0,0.07
3144,3192,10214,29,2001.0,10,21,0.41,0.19,0.0,0.03
3145,3193,8547,15,1999.0,11,138,0.35,0.24,0.0,0.04
3146,3194,2892,29,2002.0,10,138,0.2,0.4,0.0,0.04
3147,3195,3505,28,2009.0,0,53,0.43,0.14,0.0,0.06
3148,3197,6215,16,2005.0,6,138,0.53,0.02,0.0,0.09
3149,3198,10218,17,2006.0,10,21,0.3,0.23,0.01,0.1
3150,3199,2258,6,2004.0,9,524,0.45,0.17,0.0,0.01
3151,3200,2191,17,2011.0,0,126,0.3,0.23,0.0,0.09
3152,3201,3738,17,2009.0,3,21,0.28,0.24,0.0,0.1
3153,3202,4337,19,2008.0,0,445,0.46,0.09,0.0,0.09
3154,3203,9411,2,2012.0,3,347,0.0,0.0,0.63,0.0
3155,3204,3887,4,2009.0,0,138,0.21,0.35,0.0,0.07
3156,3205,88,10,1998.0,4,21,0.49,0.13,0.0,0.01
3157,3206,9173,23,1991.0,4,275,0.32,0.05,0.25,0.01
3158,3207,1750,26,2010.0,3,21,0.49,0.09,0.0,0.04
3159,3208,332,2,2012.0,0,21,0.38,0.2,0.0,0.05
3160,3209,1562,28,2008.0,0,445,0.38,0.19,0.0,0.06
3161,3210,1160,26,2007.0,10,21,0.58,0.0,0.0,0.05
3162,3211,5918,16,2003.0,2,347,0.0,0.0,0.63,0.0
3163,3212,4632,17,2011.0,3,524,0.33,0.21,0.0,0.09
3164,3213,1204,4,2010.0,8,21,0.54,0.05,0.0,0.04
3165,3214,3568,18,2015.0,0,455,0.23,0.29,0.01,0.1
3166,3215,367,16,2002.0,4,455,0.12,0.09,0.38,0.03
3167,3216,5783,26,2009.0,8,359,0.43,0.05,0.0,0.14
3168,3217,11059,0,1982.0,0,526,0.58,0.04,0.0,0.01
3169,3218,10320,28,2009.0,8,21,0.34,0.23,0.0,0.06
3170,3220,9936,13,2011.0,9,138,0.4,0.23,0.0,0.0
3171,3221,9655,30,2014.0,6,524,0.24,0.34,0.0,0.05
3172,3222,693,4,2009.0,11,524,0.31,0.25,0.0,0.06
3173,3223,2437,2,2016.0,7,464,0.0,0.0,0.63,0.0
3174,3224,8712,28,2012.0,6,445,0.2,0.37,0.0,0.06
3175,3225,8420,16,2007.0,7,499,0.22,0.2,0.16,0.05
3176,3226,2891,16,2001.0,10,138,0.31,0.24,0.0,0.08
3177,3227,8421,19,2009.0,7,193,0.18,0.06,0.34,0.04
3178,3228,3108,15,1997.0,7,462,0.0,0.0,0.59,0.04
3179,3229,10056,28,2011.0,10,138,0.4,0.17,0.0,0.05
3180,3230,6788,16,2006.0,0,85,0.11,0.03,0.15,0.34
3181,3231,6412,15,2000.0,10,138,0.35,0.24,0.0,0.04
3182,3232,11025,26,2009.0,9,487,0.41,0.16,0.0,0.05
3183,3233,5030,30,2015.0,0,547,0.35,0.22,0.0,0.06
3184,3234,10816,17,2009.0,8,66,0.22,0.27,0.01,0.11
3185,3235,6182,4,2009.0,6,138,0.26,0.29,0.0,0.07
3186,3236,1125,15,2000.0,4,21,0.35,0.24,0.0,0.04
3187,3237,6459,7,2002.0,3,347,0.48,0.13,0.0,0.02
3188,3238,6723,23,1993.0,11,499,0.3,0.0,0.32,0.0
3189,3239,10599,21,1995.0,8,445,0.0,0.0,0.62,0.0
3190,3241,10207,29,2005.0,10,21,0.4,0.2,0.0,0.03
3191,3242,10702,15,1996.0,2,17,0.35,0.24,0.0,0.04
3192,3243,7378,28,2010.0,0,524,0.3,0.26,0.0,0.06
3193,3244,10571,17,2010.0,8,445,0.21,0.22,0.11,0.09
3194,3245,10856,16,2002.0,7,524,0.16,0.13,0.29,0.04
3195,3246,6300,15,1997.0,10,455,0.35,0.24,0.0,0.04
3196,3247,8100,17,2009.0,7,120,0.22,0.23,0.08,0.09
3197,3248,5353,7,2006.0,10,138,0.48,0.13,0.0,0.02
3198,3249,2992,13,2014.0,8,524,0.15,0.42,0.0,0.05
3199,3250,719,0,1982.0,8,53,0.58,0.03,0.0,0.01
3200,3251,10063,29,2003.0,10,138,0.47,0.13,0.0,0.02
3201,3252,5036,2,2011.0,0,126,0.29,0.28,0.0,0.06
3202,3253,7412,17,2014.0,10,275,0.1,0.23,0.22,0.08
3203,3254,2800,30,2015.0,8,493,0.36,0.2,0.0,0.06
3204,3255,9426,16,2004.0,4,487,0.3,0.24,0.0,0.08
